income,employment_length,debt_ratio,credit_score,loan_purpose,default_risk
59118,23,0.27,546,business,0
52799,5,0.75,546,car,1
43303,19,0.3,618,home,0
52911,14,0.44,640,business,0
66104,3,0.62,737,education,0
34602,24,0.23,640,home,0
51994,15,0.69,627,personal,1
39498,21,0.65,629,home,1
67925,23,0.53,492,personal,1
27152,7,0.55,615,home,0
41616,6,0.18,694,car,0
55658,18,0.45,656,personal,0
73482,25,0.17,704,personal,0
49013,16,0.35,725,business,0
41672,20,0.82,534,home,1
78217,12,0.56,604,personal,0
28279,14,0.69,720,personal,0
17017,25,0.56,657,home,0
56600,25,0.26,639,home,0
42469,1,0.58,722,education,0
34681,27,0.7,594,business,1
60625,9,0.21,598,personal,0
53657,12,0.75,594,home,1
41538,17,0.54,556,personal,1
30795,29,0.1,634,education,0
63086,22,0.52,662,education,0
59753,10,0.42,576,personal,0
48512,12,0.34,642,business,0
77699,18,0.72,608,car,1
33948,28,0.82,644,personal,1
27117,23,0.71,751,education,0
39621,24,0.78,656,business,1
49316,29,0.83,657,home,1
53650,28,0.83,792,business,0
46381,23,0.19,614,business,0
55280,21,0.47,692,personal,0
31226,4,0.1,612,business,0
71656,2,0.51,705,home,0
48767,18,0.84,586,personal,1
66759,22,0.26,626,education,0
55140,12,0.61,610,home,1
56851,4,0.62,576,personal,1
58546,11,0.23,501,personal,0
56715,13,0.29,678,car,0
59640,5,0.47,605,home,0
69937,29,0.25,630,business,0
52947,21,0.57,640,home,0
60635,8,0.49,547,home,1
48653,16,0.52,622,car,0
71601,7,0.21,524,business,0
39854,25,0.51,617,car,0
77014,12,0.14,754,car,0
49397,28,0.81,612,car,1
28538,4,0.37,569,home,0
51921,28,0.79,615,car,1
39784,21,0.66,759,education,0
62609,21,0.71,618,business,1
40210,16,0.35,541,business,0
43307,2,0.28,522,car,0
21656,27,0.43,621,home,0
43215,5,0.12,706,personal,0
13641,13,0.84,680,personal,1
26241,14,0.41,726,home,0
61406,13,0.89,693,car,1
61787,10,0.71,650,car,1
56381,10,0.16,465,education,0
35495,8,0.63,746,personal,0
49284,5,0.32,548,personal,0
49945,14,0.29,811,business,0
32624,11,0.31,596,car,0
72550,28,0.83,599,home,1
63160,5,0.5,612,car,0
46685,0,0.64,650,car,1
50403,24,0.32,554,education,0
53125,15,0.52,588,home,0
19373,19,0.38,715,education,0
46292,14,0.36,743,education,0
39770,1,0.3,572,education,0
34975,16,0.43,673,education,0
45783,2,0.63,613,car,1
76965,2,0.28,685,business,0
59612,4,0.87,587,car,1
41432,16,0.2,701,education,0
58588,22,0.48,640,education,0
70990,28,0.17,615,business,0
63869,16,0.12,647,personal,0
50894,19,0.84,751,home,0
40295,5,0.75,643,education,1
60473,0,0.66,669,education,1
55902,6,0.79,656,car,1
63427,25,0.74,656,education,1
59527,14,0.62,735,education,0
65743,6,0.78,708,home,0
41971,18,0.41,554,car,0
69760,19,0.54,688,personal,0
52963,21,0.72,762,education,0
81128,29,0.17,633,education,0
39662,10,0.79,709,personal,0
76039,22,0.23,456,business,0
52968,13,0.79,582,personal,1
40228,12,0.35,817,personal,0
42741,19,0.36,703,car,0
45194,25,0.16,665,personal,0
56362,26,0.81,778,car,0
57842,24,0.24,572,personal,0
41394,8,0.6,738,education,0
49634,8,0.62,589,education,1
82134,15,0.32,656,business,0
75913,11,0.89,536,personal,1
56544,9,0.15,623,home,0
50570,5,0.59,742,personal,0
51800,17,0.48,614,home,0
59202,1,0.3,684,personal,0
34658,26,0.23,615,car,0
46139,19,0.69,680,education,0
24971,8,0.83,702,home,1
55988,18,0.19,602,home,0
59707,5,0.26,589,personal,0
42752,1,0.89,621,education,1
73609,14,0.11,620,business,0
31613,16,0.51,508,home,1
28034,15,0.51,673,education,0
53366,27,0.31,676,education,0
65706,20,0.63,524,home,1
75258,7,0.86,708,car,1
43116,9,0.46,622,car,0
66180,9,0.7,672,personal,0
49422,17,0.62,632,personal,0
47410,9,0.48,672,education,0
63254,8,0.14,658,home,0
59784,27,0.69,711,car,0
26354,23,0.39,650,education,0
72148,18,0.28,702,car,0
70701,0,0.86,749,home,1
40616,3,0.72,644,car,1
55937,23,0.87,631,business,1
57410,2,0.3,689,personal,0
53910,9,0.77,505,car,1
41745,11,0.59,588,home,1
39925,17,0.89,586,home,1
49616,22,0.86,688,business,1
67590,19,0.88,660,home,1
58154,5,0.86,738,business,1
44440,20,0.11,734,education,0
61575,1,0.69,512,car,1
10000,9,0.32,531,home,0
67231,1,0.66,652,personal,1
23904,29,0.88,541,car,1
44563,8,0.13,511,business,0
33204,26,0.55,598,car,0
30579,9,0.69,504,car,1
67412,1,0.3,578,home,0
42984,7,0.28,699,personal,0
55197,23,0.15,615,education,0
49296,16,0.18,754,personal,0
57155,16,0.63,610,business,1
51152,28,0.5,688,personal,0
30755,3,0.12,612,personal,0
64944,17,0.88,634,business,1
42593,11,0.62,622,personal,0
26651,16,0.51,688,education,0
43578,8,0.32,700,car,0
72511,28,0.63,794,education,0
62753,18,0.39,651,car,0
44770,13,0.66,688,car,0
44761,13,0.65,578,personal,1
45175,29,0.17,698,car,0
81151,16,0.83,651,business,1
55729,1,0.49,463,education,1
56450,7,0.41,589,car,0
65454,4,0.86,504,personal,1
53581,26,0.45,598,personal,0
46114,6,0.68,671,personal,0
47054,21,0.62,629,home,0
48925,28,0.23,693,education,0
49441,15,0.89,485,personal,1
60914,15,0.47,717,business,0
50779,16,0.42,667,personal,0
60989,21,0.84,561,home,1
48789,26,0.52,648,education,0
51179,6,0.66,803,car,0
20026,19,0.78,752,education,0
63744,7,0.29,767,car,0
55197,7,0.24,635,car,0
64970,22,0.15,729,personal,0
10000,10,0.82,741,business,0
81325,14,0.26,576,business,0
47906,17,0.35,740,personal,0
66622,5,0.33,724,home,0
34401,21,0.34,602,car,0
59191,11,0.63,656,business,0
34198,14,0.86,745,education,0
40643,27,0.36,645,home,0
78710,22,0.43,711,personal,0
47139,5,0.72,616,home,1
53261,17,0.45,573,business,0
63051,23,0.84,566,personal,1
57435,19,0.5,630,business,0
52256,8,0.38,680,car,0
55474,7,0.88,526,home,1
86051,13,0.44,784,car,0
49135,18,0.28,724,education,0
53016,18,0.24,685,car,0
65759,7,0.9,707,home,1
66582,1,0.7,604,education,1
67805,24,0.43,546,business,0
59580,3,0.76,678,education,1
32854,5,0.54,723,home,0
74501,2,0.35,615,personal,0
32804,2,0.69,583,education,1
54539,18,0.7,612,business,1
38685,10,0.5,683,education,0
49037,28,0.14,692,car,0
54931,9,0.16,776,personal,0
54820,11,0.73,681,home,0
56328,13,0.76,591,personal,1
74205,29,0.64,629,car,0
56803,29,0.77,576,personal,1
46337,27,0.68,727,car,0
64461,17,0.82,571,education,1
67842,23,0.22,610,home,0
31585,8,0.41,683,car,0
58961,14,0.47,761,car,0
60517,23,0.34,849,education,0
45536,25,0.68,556,car,1
70635,2,0.83,694,home,1
47749,22,0.43,648,business,0
51883,10,0.85,632,personal,1
47403,9,0.51,630,car,0
50233,17,0.52,563,personal,1
33555,3,0.58,766,personal,0
28399,27,0.31,504,business,0
73917,12,0.41,639,car,0
37295,29,0.54,754,home,0
35129,28,0.85,665,car,1
17699,5,0.61,603,personal,1
40415,26,0.37,605,education,0
30153,20,0.11,711,business,0
74630,12,0.89,628,home,1
65147,24,0.49,647,home,0
39677,25,0.85,693,personal,1
83786,19,0.54,715,home,0
64726,4,0.58,610,personal,0
45127,19,0.67,554,home,1
12508,13,0.36,579,home,0
84364,12,0.66,746,personal,0
29156,13,0.52,654,business,0
25319,7,0.64,562,home,1
65338,15,0.77,584,car,1
86596,12,0.25,731,education,0
70764,23,0.59,656,personal,0
58458,14,0.14,532,home,0
58921,18,0.18,572,business,0
62801,0,0.64,730,car,0
61383,21,0.16,610,personal,0
54217,1,0.58,796,car,0
51563,17,0.28,784,education,0
49061,18,0.34,754,business,0
38690,7,0.2,684,personal,0
45789,2,0.3,722,personal,0
24605,22,0.76,646,home,1
48524,25,0.61,647,car,0
35171,13,0.86,565,personal,1
33446,25,0.14,646,car,0
52698,8,0.73,561,education,1
70880,28,0.66,650,home,0
63774,7,0.31,565,education,0
26442,16,0.68,589,home,1
35155,22,0.67,471,home,1
64111,22,0.47,595,car,0
35262,23,0.65,599,home,1
46630,15,0.46,628,education,0
58250,9,0.37,733,education,0
35474,20,0.47,646,education,0
51580,9,0.82,714,car,1
29989,24,0.41,717,car,0
40979,24,0.42,748,business,0
54796,23,0.59,586,personal,1
26105,5,0.7,567,business,1
56607,21,0.69,641,business,1
49705,16,0.12,577,home,0
58287,28,0.65,633,home,1
53358,15,0.46,583,business,0
70462,14,0.52,564,personal,1
51878,21,0.55,674,business,0
43558,13,0.69,780,car,0
51834,3,0.77,632,education,1
58149,3,0.62,669,business,0
50732,29,0.55,654,home,0
50608,1,0.4,647,personal,0
39470,28,0.21,750,home,0
40056,10,0.87,630,car,1
28960,29,0.47,423,home,1
76243,3,0.55,588,home,0
31342,20,0.7,657,personal,1
39606,28,0.15,642,personal,0
39223,27,0.78,633,home,1
63423,20,0.74,614,home,1
45575,15,0.72,656,business,1
68716,20,0.12,793,car,0
39897,3,0.52,627,business,0
54184,0,0.14,801,personal,0
37469,29,0.54,683,business,0
82177,25,0.67,603,business,1
32186,23,0.2,710,home,0
54647,18,0.66,479,home,1
59506,1,0.46,648,car,0
56206,8,0.75,686,education,0
47220,22,0.53,687,education,0
48052,24,0.37,694,business,0
50657,12,0.37,700,car,0
47794,17,0.82,670,car,1
64458,15,0.46,700,personal,0
83157,15,0.42,610,home,0
41637,24,0.13,732,personal,0
29452,9,0.39,617,education,0
48675,8,0.78,730,car,0
88695,10,0.71,648,education,1
37944,24,0.28,665,home,0
74586,25,0.43,711,home,0
75165,28,0.26,755,home,0
41696,25,0.86,652,education,1
58534,3,0.58,665,car,0
74425,9,0.7,469,personal,1
44313,2,0.67,589,car,1
46946,5,0.8,544,car,1
41274,2,0.86,621,business,1
34778,26,0.13,603,car,0
40260,8,0.88,594,personal,1
31640,2,0.8,577,business,1
50511,17,0.41,686,car,0
38450,7,0.77,524,business,1
53506,21,0.69,573,car,1
26661,7,0.73,652,home,1
54963,14,0.28,717,home,0
62502,12,0.62,584,car,1
20093,6,0.12,723,business,0
55610,18,0.78,458,personal,1
68415,7,0.86,650,home,1
31855,9,0.63,671,business,0
75088,16,0.51,580,personal,0
56285,0,0.68,558,business,1
39424,12,0.36,658,car,0
49163,28,0.6,647,home,0
58374,25,0.68,593,home,1
51140,12,0.21,629,home,0
58081,23,0.21,607,car,0
36189,15,0.67,737,personal,0
52540,28,0.45,697,personal,0
28794,8,0.81,663,home,1
48331,9,0.35,782,personal,0
36441,5,0.13,722,home,0
38967,4,0.62,737,personal,0
68541,1,0.65,760,home,0
66369,10,0.54,639,personal,0
59137,8,0.65,564,business,1
33615,5,0.52,525,home,1
45253,7,0.65,701,home,0
68196,8,0.14,582,education,0
52125,8,0.39,850,home,0
84789,7,0.27,591,personal,0
55899,11,0.18,578,business,0
52880,25,0.29,704,business,0
45363,7,0.25,705,personal,0
52003,2,0.88,775,car,0
47712,12,0.33,632,home,0
60621,18,0.28,731,business,0
64350,1,0.77,638,personal,1
38210,16,0.44,688,business,0
30031,15,0.44,635,business,0
22456,3,0.45,783,personal,0
57619,17,0.43,808,education,0
33449,13,0.36,566,business,0
17706,29,0.33,739,business,0
55828,1,0.81,584,car,1
87394,12,0.23,731,education,0
49908,26,0.24,764,car,0
62577,26,0.56,582,personal,1
51227,20,0.37,564,home,0
48516,19,0.44,615,personal,0
63786,16,0.75,731,education,0
45645,14,0.82,683,personal,1
54010,24,0.73,632,education,1
54825,29,0.29,700,car,0
39978,19,0.88,629,business,1
64880,4,0.39,659,personal,0
47375,6,0.24,688,personal,0
38663,17,0.5,683,business,0
58047,23,0.68,768,personal,0
36522,10,0.17,565,personal,0
50422,17,0.61,716,home,0
49863,26,0.79,584,home,1
66288,25,0.31,621,business,0
57120,4,0.65,638,car,0
49624,12,0.42,620,personal,0
62266,27,0.43,555,personal,0
70853,17,0.32,618,car,0
58367,1,0.6,669,personal,1
50155,19,0.39,640,car,0
30322,3,0.76,753,business,0
34023,12,0.87,642,business,1
45421,23,0.85,651,car,1
40857,28,0.23,662,car,0
47195,15,0.11,640,education,0
50849,5,0.45,683,home,0
57945,25,0.68,613,home,1
48942,7,0.88,568,personal,1
57297,15,0.73,644,personal,1
50967,12,0.56,676,car,0
20368,22,0.12,661,car,0
35909,28,0.76,587,home,1
47838,25,0.24,661,personal,0
31854,3,0.14,697,home,0
58998,1,0.78,664,business,1
72961,8,0.55,600,home,0
68281,17,0.2,655,home,0
46798,16,0.41,769,car,0
72360,7,0.17,577,personal,0
52230,25,0.61,726,business,0
44943,14,0.33,493,home,0
40798,8,0.79,611,home,1
45462,16,0.39,619,car,0
44177,22,0.5,725,education,0
52556,1,0.15,774,personal,0
52408,5,0.32,727,personal,0
50045,28,0.64,685,personal,0
56554,26,0.69,724,home,0
67859,4,0.29,555,home,0
64243,16,0.5,712,home,0
27726,1,0.75,572,education,1
11691,17,0.4,598,home,0
64014,9,0.21,677,personal,0
29496,9,0.45,563,personal,0
46628,5,0.58,735,car,0
32448,26,0.11,650,education,0
22970,11,0.38,558,business,0
58121,16,0.59,755,home,0
61387,26,0.86,631,business,1
41352,12,0.43,638,home,0
11134,19,0.23,634,education,0
41806,27,0.53,445,education,1
55877,15,0.33,738,personal,0
27816,9,0.27,651,education,0
52750,26,0.57,660,business,0
49770,20,0.83,697,business,1
58689,1,0.77,629,education,1
51793,1,0.25,571,business,0
35403,22,0.71,584,home,1
67948,6,0.28,711,car,0
47622,5,0.33,649,personal,0
49590,0,0.84,720,car,1
36000,11,0.83,732,business,0
43350,12,0.23,712,personal,0
36727,11,0.15,737,car,0
47405,18,0.33,600,car,0
75675,8,0.57,692,business,0
29421,9,0.8,617,personal,1
25796,16,0.2,573,personal,0
72067,17,0.43,682,car,0
46860,7,0.32,702,personal,0
39963,6,0.11,625,personal,0
65598,8,0.73,653,home,1
40915,9,0.75,699,business,0
77390,11,0.28,607,business,0
60168,14,0.22,706,home,0
42681,14,0.22,586,car,0
82359,27,0.47,678,education,0
40914,3,0.3,565,car,0
61131,3,0.51,744,home,0
54489,22,0.41,697,personal,0
69526,0,0.27,790,home,0
73422,25,0.7,584,business,1
50480,11,0.22,696,personal,0
38698,24,0.74,648,car,1
56899,1,0.55,547,personal,1
39834,14,0.77,657,business,1
80200,16,0.1,689,home,0
52048,6,0.7,787,car,0
44520,5,0.14,614,education,0
52770,11,0.86,683,education,1
29793,18,0.66,671,home,0
35425,0,0.36,637,car,0
68006,27,0.36,642,car,0
40146,20,0.79,702,personal,1
34296,25,0.82,642,home,1
58049,13,0.81,633,personal,1
67785,3,0.75,614,home,1
60784,4,0.76,544,business,1
64940,0,0.56,715,home,0
38648,0,0.12,613,personal,0
28672,20,0.17,736,car,0
72520,5,0.62,738,home,0
45159,4,0.42,817,car,0
46237,1,0.55,681,business,1
69922,24,0.28,689,education,0
58343,20,0.62,692,education,0
56838,26,0.29,668,personal,0
82475,26,0.47,732,home,0
40347,4,0.48,644,business,0
63917,25,0.24,688,business,0
50855,8,0.8,642,car,1
54028,18,0.52,558,personal,1
72927,20,0.79,702,business,1
57617,14,0.31,457,home,1
58074,12,0.24,688,business,0
66087,11,0.11,726,education,0
44525,4,0.18,691,personal,0
37411,1,0.22,594,car,0
34327,26,0.16,758,home,0
20504,3,0.82,777,education,0
80843,26,0.83,696,business,1
33451,26,0.85,779,personal,0
46681,17,0.87,798,personal,0
45847,20,0.49,605,home,0
54611,9,0.52,586,car,0
62236,12,0.2,702,education,0
62907,11,0.21,430,car,0
41253,1,0.72,634,home,1
47493,25,0.78,603,home,1
54238,14,0.73,636,education,1
46269,13,0.77,564,personal,1
74110,24,0.32,639,personal,0
57364,9,0.47,692,education,0
61023,21,0.47,770,car,0
59943,7,0.9,682,education,1
67602,24,0.86,525,personal,1
52715,14,0.58,654,car,0
30547,12,0.21,749,business,0
55995,7,0.31,635,car,0
40229,20,0.39,697,personal,0
42070,20,0.8,734,home,0
58795,21,0.24,662,car,0
68574,13,0.28,675,car,0
50319,0,0.38,691,home,0
54632,12,0.84,620,personal,1
75533,26,0.5,635,business,0
53611,7,0.62,588,business,1
89025,17,0.41,616,education,0
58482,21,0.25,706,business,0
23588,29,0.28,687,business,0
61300,29,0.74,570,car,1
55717,8,0.81,583,education,1
69346,12,0.49,609,business,0
60097,2,0.39,551,car,0
47923,17,0.75,667,education,1
31635,9,0.64,606,car,1
46864,4,0.13,686,home,0
37242,26,0.38,721,personal,0
41292,24,0.65,532,personal,1
58828,5,0.56,606,personal,0
75048,29,0.88,541,business,1
55920,7,0.79,521,personal,1
32061,23,0.15,688,personal,0
56669,6,0.68,664,education,0
67949,20,0.37,610,education,0
40853,17,0.65,583,education,1
47989,13,0.59,574,business,1
50220,14,0.5,662,personal,0
38226,9,0.78,633,business,1
59724,25,0.67,587,business,1
48185,20,0.81,679,business,1
56292,11,0.33,669,business,0
36687,6,0.38,582,business,0
43438,27,0.6,616,business,0
60835,27,0.87,710,personal,1
44407,6,0.4,702,education,0
75904,10,0.13,604,car,0
44005,12,0.46,766,car,0
53370,14,0.54,637,car,0
63988,17,0.74,705,home,0
28724,6,0.68,576,education,1
23587,5,0.87,639,personal,1
27115,22,0.73,585,business,1
68938,10,0.34,534,car,0
41722,7,0.61,647,education,0
88372,19,0.64,627,personal,1
41536,0,0.9,725,car,1
52768,7,0.21,609,education,0
73131,7,0.25,668,personal,0
80091,18,0.22,621,education,0
80922,2,0.57,581,business,1
68125,4,0.21,706,education,0
65360,29,0.62,607,education,1
58887,2,0.74,619,home,1
61675,14,0.45,566,business,0
41732,13,0.55,531,education,1
37727,20,0.83,681,business,1
49949,14,0.56,643,education,0
47447,23,0.27,714,business,0
43201,16,0.37,685,personal,0
60445,17,0.52,562,car,1
64329,1,0.22,650,home,0
51326,11,0.59,647,car,0
72162,15,0.9,720,education,1
32874,3,0.62,736,education,0
47095,24,0.4,528,personal,0
39247,1,0.37,726,education,0
22001,27,0.85,717,business,1
48759,13,0.8,593,car,1
48173,10,0.48,646,education,0
72701,12,0.38,502,personal,0
59462,27,0.67,646,home,0
34637,24,0.35,576,car,0
77811,6,0.2,686,personal,0
68315,9,0.35,678,personal,0
58731,23,0.45,643,car,0
46602,0,0.3,663,personal,0
35608,28,0.27,594,home,0
44416,20,0.1,571,home,0
66331,24,0.6,798,education,0
78268,27,0.59,721,business,0
73148,3,0.25,659,education,0
42667,17,0.85,635,business,1
33205,5,0.43,818,car,0
52113,1,0.12,767,personal,0
23473,2,0.28,630,education,0
54847,13,0.65,582,personal,1
47785,7,0.26,653,education,0
43009,15,0.14,623,education,0
26079,18,0.59,583,home,1
57704,17,0.51,746,business,0
42009,5,0.71,686,car,0
32451,13,0.72,621,personal,1
10000,2,0.87,620,education,1
49587,15,0.15,650,personal,0
76583,0,0.13,615,home,0
74918,11,0.89,609,car,1
43143,29,0.62,793,business,0
40966,13,0.67,586,business,1
57031,18,0.18,495,education,0
35024,21,0.16,695,car,0
54526,18,0.23,728,business,0
61491,8,0.44,660,car,0
68403,6,0.19,537,personal,0
48497,13,0.46,640,home,0
46944,4,0.55,614,car,0
36830,17,0.1,743,car,0
37596,8,0.19,590,business,0
46602,20,0.4,666,education,0
55510,6,0.14,691,education,0
63703,8,0.21,589,personal,0
37952,3,0.29,608,business,0
72390,24,0.44,680,business,0
45933,16,0.67,425,home,1
49679,11,0.21,745,education,0
38791,5,0.69,579,business,1
13636,17,0.78,653,personal,1
63260,7,0.62,555,home,1
61052,20,0.13,742,education,0
45780,14,0.45,650,education,0
51004,2,0.63,664,education,0
57739,1,0.88,689,home,1
26561,23,0.86,726,personal,1
42064,22,0.42,571,personal,0
61913,8,0.59,631,business,0
31185,7,0.81,738,business,0
54403,26,0.76,619,education,1
29651,3,0.48,745,car,0
56996,1,0.31,664,business,0
49465,13,0.21,620,personal,0
25773,28,0.49,698,education,0
67471,1,0.68,639,personal,1
38981,1,0.88,709,education,1
37846,29,0.79,616,home,1
53008,26,0.26,709,business,0
67229,27,0.68,680,home,0
34762,21,0.33,626,business,0
50925,6,0.65,522,personal,1
56432,11,0.63,683,personal,0
60396,5,0.32,725,car,0
52646,17,0.29,663,personal,0
44494,3,0.18,492,education,0
37586,18,0.14,729,car,0
51292,26,0.79,677,education,1
33917,12,0.14,693,car,0
10000,19,0.17,644,education,0
56548,20,0.29,514,car,0
63559,22,0.81,690,business,1
14556,29,0.37,634,business,0
34854,24,0.25,598,car,0
59287,26,0.67,772,home,0
80862,1,0.36,691,car,0
50311,7,0.37,665,home,0
39079,18,0.69,589,education,1
47256,8,0.3,580,car,0
70623,25,0.82,685,home,1
40310,27,0.55,510,car,1
38012,3,0.53,688,business,0
42758,15,0.31,692,business,0
35700,18,0.77,746,car,0
51840,9,0.56,718,car,0
